Account_ID,Customer_ID,Branch_ID,Account_Type,Account_Open_Date.1,Account_Status,Current_Balance
A001022,C01057,BR005,Savings,25-10-2024,Active,57596.87
A001023,C00217,BR004,Savings,30-05-2025,Active,42794.24
A001024,C02370,BR005,Savings,30-07-2023,Inactive,12987.14
A001025,C01346,BR004,Fixed Deposit,30-07-2023,Active,349565.41
A001026,C00584,BR012,Current,20-01-2022,Active,66051.26
A001027,C01289,BR014,Fixed Deposit,23-09-2024,Inactive,143158.43
A001028,C02711,BR005,Savings,30-01-2022,Active,20988.88
A001029,C02066,BR010,Current,21-11-2025,Closed,53919.22
A001030,C02059,BR001,Savings,01-10-2024,Active,100625.67
A001031,C01544,BR004,Savings,12-11-2023,Active,14247.06
A001032,C00459,BR003,Savings,23-08-2024,Active,15859.52
A001033,C02849,BR006,Salary,22-12-2025,Active,63140.53
A001034,C02220,BR005,Salary,23-08-2022,Active,24718.06
A001035,C01546,BR007,Savings,25-12-2024,Inactive,55990.79
A001036,C02173,BR011,Savings,19-06-2025,Closed,24437.08
A001037,C01089,BR006,Savings,06-05-2024,Active,57156.52
A001038,C02227,BR005,Savings,26-08-2024,Active,10888.17
A001039,C02904,BR009,Salary,10-01-2024,Active,55828.15
A001040,C01035,BR001,Current,14-08-2022,Active,70512.65
A001041,C00026,BR009,Salary,04-12-2025,Active,76851.48
A001042,C02220,BR005,Fixed Deposit,25-02-2023,Active,160560.88
A001043,C02557,BR014,Savings,18-07-2023,Active,50927.12
A001044,C02480,BR015,Fixed Deposit,23-11-2025,Active,128548.2
A001045,C02926,BR015,Salary,24-03-2022,Active,8210.21
A001046,C01042,BR005,Savings,19-08-2023,Active,111849.19
A001047,C02755,BR007,Salary,23-03-2024,Closed,46509.71
A001048,C00624,BR004,Savings,12-12-2022,Active,66568.23
A001049,C01762,BR005,Salary,05-09-2024,Active,17743.4
A001050,C02664,BR005,Salary,05-02-2024,Active,42948.74
A001051,C02747,BR015,Fixed Deposit,18-01-2023,Active,129349.85
A001052,C01863,BR005,Salary,28-10-2022,Active,39733.34
A001053,C01639,BR008,Salary,23-02-2023,Closed,15748.07
A001054,C01382,BR001,Savings,02-03-2025,Active,2468825.99
A001055,C02603,BR006,Fixed Deposit,01-02-2024,Active,83177.1
A001056,C02640,BR006,Salary,06-03-2025,Active,108481.43
A001057,C00719,BR003,Salary,15-11-2024,Active,28309.55
A001058,C00409,BR011,Fixed Deposit,16-03-2025,Inactive,488524.96
A001059,C02442,BR005,Savings,03-06-2025,Inactive,75557.17
A001060,C02432,BR008,Savings,20-06-2024,Closed,14062.4
A001061,C00300,BR005,Salary,11-06-2023,Active,19759.9
A001062,C01473,BR008,Fixed Deposit,10-10-2024,Active,108976.42
A001063,C01520,BR005,Salary,11-10-2025,Active,29078.64
A001064,C00128,BR012,Savings,15-04-2023,Active,18538.23
A001065,C01993,BR007,Savings,14-12-2023,Active,20471.24
A001066,C02918,BR015,Current,08-07-2025,Inactive,88707.72
A001067,C00635,BR005,Savings,22-05-2024,Active,6618.74
A001068,C02335,BR007,Fixed Deposit,30-07-2022,Inactive,113295.32
A001069,C00243,BR001,Current,28-05-2023,Active,68749.67
A001070,C00645,BR015,Savings,07-01-2023,Active,61943.45
A001071,C01696,BR009,Savings,29-11-2023,Active,297806.12
A001072,C02772,BR012,Fixed Deposit,21-12-2025,Active,201613.05
A001073,C02657,BR005,Current,11-05-2025,Active,110775.56
A001074,C02807,BR010,Savings,04-11-2025,Active,34163.4
A001075,C02963,BR005,Current,19-12-2024,Active,12048.98
A001076,C02402,BR013,Savings,12-01-2024,Active,84015.51
A001077,C01091,BR014,Savings,22-08-2024,Inactive,77362.27
A001078,C00382,BR015,Salary,31-12-2023,Closed,56951.88
A001079,C02467,BR008,Savings,01-03-2022,Active,37952.97
A001080,C00560,BR003,Savings,20-06-2022,Active,65473
A001081,C01562,BR008,Savings,21-03-2024,Active,12784.71
A001082,C02263,BR003,Savings,21-08-2024,Active,6349.68
A001083,C00104,BR005,Current,06-01-2023,Closed,126286.6
A001084,C02742,BR001,Salary,15-02-2022,Active,33628.74
A001085,C00911,BR010,Savings,12-04-2022,Active,55100.65
A001086,C00646,BR005,Savings,05-04-2023,Active,3234.47
A001087,C01116,BR002,Salary,12-06-2025,Active,130127.18
A001088,C01383,BR005,Fixed Deposit,04-09-2023,Active,116027.96
A001089,C01364,BR009,Savings,23-11-2025,Active,9249.63
A001090,C00465,BR005,Savings,30-07-2025,Active,26726.01
A001091,C00569,BR006,Fixed Deposit,07-06-2025,Inactive,114015.56
A001092,C01435,BR006,Savings,15-11-2025,Active,11954.79
A001093,C00680,BR001,Fixed Deposit,20-12-2022,Active,134605.25
A001094,C01928,BR015,Salary,24-11-2025,Active,85125.78
A001095,C02698,BR007,Savings,11-09-2025,Active,46104.97
A001096,C00056,BR008,Savings,13-03-2025,Active,9244.76
A001097,C00109,BR014,Fixed Deposit,09-10-2022,Active,66909.61
A001098,C01929,BR003,Savings,28-02-2023,Active,31504.18
A001099,C00086,BR002,Current,11-08-2024,Active,78033.94
A001100,C01920,BR006,Savings,08-03-2022,Active,28802.98
A001101,C01472,BR006,Current,15-04-2025,Active,48976.02
A001102,C01366,BR013,Fixed Deposit,14-09-2023,Active,309712.3
A001103,C01820,BR002,Current,01-02-2022,Active,145082.55
A001104,C02687,BR009,Savings,11-03-2023,Active,59651.26
A001105,C00383,BR012,Current,01-08-2023,Active,96631.21
A001106,C00405,BR012,Salary,15-08-2024,Active,50431
A001107,C02090,BR001,Savings,29-05-2024,Active,27490.88
A001108,C00154,BR006,Salary,27-06-2023,Active,20891.4
A001109,C01287,BR014,Current,23-06-2024,Active,52871.84
A001110,C01488,BR003,Savings,25-07-2025,Active,129909.11
A001111,C01176,BR005,Fixed Deposit,27-05-2023,Active,182636.31
A001112,C01600,BR011,Savings,01-07-2023,Active,8532.27
A001113,C00341,BR004,Savings,29-05-2022,Active,34141.59
A001114,C00801,BR009,Savings,07-07-2023,Active,5952
A001115,C00016,BR005,Savings,19-02-2023,Active,43213.63
A001116,C02885,BR004,Savings,14-01-2025,Active,39522.91
A001117,C02496,BR008,Savings,15-06-2022,Active,22080.96
A001118,C00762,BR015,Salary,12-05-2024,Active,15749.08
A001119,C00110,BR008,Current,02-02-2025,Active,61451.56
A001120,C00811,BR009,Savings,08-01-2023,Inactive,32615.38
A001121,C02869,BR015,Salary,09-04-2022,Active,6718.77
A001122,C02433,BR007,Salary,15-09-2024,Active,97383.23
A001123,C01978,BR012,Current,09-05-2024,Active,57757.06
A001124,C02769,BR001,Fixed Deposit,02-04-2024,Active,36289.08
A001125,C00530,BR001,Savings,09-07-2025,Inactive,111076.73
A001126,C01609,BR012,Savings,02-06-2022,Active,86141.68
A001127,C02382,BR011,Savings,16-10-2022,Inactive,24481.45
A001128,C00058,BR009,Savings,14-11-2023,Active,12070.15
A001129,C01306,BR005,Savings,01-04-2024,Active,16152.67
A001130,C01067,BR006,Savings,04-09-2025,Active,24130.44
A001131,C00531,BR013,Current,22-06-2024,Active,62357.98
A001132,C00672,BR013,Fixed Deposit,06-11-2022,Active,136028.97
A001133,C02905,BR008,Salary,29-05-2025,Active,40303.18
A001134,C01534,BR014,Salary,29-08-2023,Active,60821.83
A001135,C00245,BR004,Salary,22-06-2025,Active,29294.15
A001136,C02048,BR012,Salary,08-02-2023,Active,16667.28
A001137,C01774,BR008,Savings,02-03-2025,Inactive,9775.11
A001138,C01178,BR008,Savings,24-02-2024,Active,46054.62
A001139,C01192,BR005,Savings,22-03-2024,Active,75238.69
A001140,C01613,BR006,Savings,25-11-2025,Active,22675.73
A001141,C02787,BR002,Current,14-08-2022,Inactive,103209.19
A001142,C02280,BR007,Savings,29-03-2023,Active,25232.99
A001143,C01202,BR004,Savings,25-09-2022,Active,37582.32
A001144,C00739,BR003,Savings,01-05-2025,Active,29004.12
A001145,C00327,BR002,Salary,27-05-2025,Active,100117.21
A001146,C00588,BR008,Savings,09-05-2025,Active,53203.15
A001147,C00413,BR001,Savings,14-12-2022,Active,33305.92
A001148,C02417,BR010,Savings,15-01-2023,Active,37354.78
A001149,C01728,BR009,Savings,11-08-2023,Active,12740.51
A001150,C00112,BR008,Salary,02-02-2025,Active,5243.15
A001151,C02779,BR007,Savings,02-01-2025,Active,22277.66
A001152,C00452,BR005,Savings,14-12-2025,Active,29678.95
A001153,C01937,BR008,Fixed Deposit,19-02-2025,Closed,186451.95
A001154,C00038,BR009,Savings,25-10-2025,Active,30468.82
A001155,C01767,BR004,Current,24-01-2023,Active,105286
A001156,C01667,BR006,Current,03-06-2024,Active,46261.55
A001157,C02727,BR003,Savings,18-02-2024,Closed,54787.23
A001158,C01801,BR008,Savings,10-08-2022,Inactive,41876.12
A001159,C01468,BR002,Savings,15-10-2025,Active,69903.28
A001160,C01594,BR001,Savings,24-06-2022,Active,35820.53
A001161,C01900,BR007,Savings,02-06-2025,Closed,92775.37
A001162,C01243,BR011,Current,25-01-2023,Active,65593.49
A001163,C02142,BR012,Savings,20-11-2022,Active,33813.96
A001164,C01588,BR005,Savings,28-05-2024,Active,42938.97
A001165,C02908,BR008,Current,14-11-2023,Active,51449.58
A001166,C00582,BR015,Savings,19-07-2023,Active,49863.93
A001167,C02188,BR015,Current,12-08-2025,Active,51585.37
A001168,C02479,BR009,Savings,18-10-2024,Active,43984.22
A001169,C02155,BR012,Salary,08-06-2024,Active,29711.97
A001170,C02943,BR008,Fixed Deposit,24-02-2025,Active,193150.97
A001171,C01303,BR012,Current,19-03-2025,Active,29234.86
A001172,C01622,BR003,Fixed Deposit,21-09-2022,Active,53193.23
A001173,C00462,BR004,Savings,07-10-2023,Closed,135424.41
A001174,C01124,BR010,Savings,15-08-2025,Active,19759.81
A001175,C00480,BR014,Savings,04-04-2025,Active,32750.5
A001176,C02376,BR002,Savings,30-03-2022,Active,113861.21
A001177,C02347,BR007,Fixed Deposit,26-12-2022,Active,286633.3
A001178,C00580,BR013,Savings,23-01-2023,Active,17228.21
A001179,C02409,BR010,Savings,20-01-2024,Active,96926.65
A001180,C00963,BR014,Fixed Deposit,05-04-2025,Active,143425.1
A001181,C02190,BR012,Savings,07-12-2023,Active,29004.76
A001182,C02820,BR006,Current,26-09-2022,Active,19032.78
A001183,C02489,BR006,Savings,25-03-2024,Active,31409.43
A001184,C00559,BR007,Fixed Deposit,18-11-2022,Active,61063.44
A001185,C00541,BR008,Savings,17-09-2024,Active,24267.15
A001186,C00337,BR008,Salary,26-11-2025,Active,11777.61
A001187,C02526,BR005,Current,12-07-2024,Inactive,206861.03
A001188,C01640,BR011,Fixed Deposit,25-08-2025,Active,60031.17
A001189,C00468,BR009,Fixed Deposit,06-03-2024,Active,86432.77
A001190,C01763,BR012,Salary,02-04-2025,Active,22542.16
A001191,C01590,BR011,Savings,05-10-2025,Inactive,144061.81
A001192,C01792,BR012,Savings,11-09-2022,Inactive,45256.56
A001193,C01905,BR010,Fixed Deposit,30-08-2024,Active,124623.65
A001194,C00494,BR005,Current,08-01-2023,Active,113734.2
A001195,C01162,BR004,Fixed Deposit,04-05-2022,Active,292708.71
A001196,C02164,BR011,Salary,10-12-2022,Active,96607.05
A001197,C02728,BR005,Savings,28-07-2022,Active,30653.21
A001198,C00727,BR012,Savings,04-10-2022,Active,29913.77
A001199,C01714,BR013,Savings,10-01-2022,Active,170527.4
A001200,C02845,BR008,Salary,18-11-2025,Active,14109.57
A001201,C01804,BR007,Savings,06-10-2023,Active,68949.87
A001202,C00684,BR011,Savings,31-08-2022,Active,36953.3
A001203,C01752,BR008,Salary,17-05-2023,Active,22865.27
A001204,C00052,BR003,Savings,26-12-2024,Active,20175.13
A001205,C01468,BR002,Savings,12-07-2024,Active,111046.3
A001206,C01704,BR005,Savings,16-03-2022,Active,51979.96
A001207,C00170,BR004,Current,05-08-2022,Active,39283.72
A001208,C00609,BR012,Savings,05-03-2024,Active,74563.82
A001209,C02967,BR008,Salary,17-11-2025,Active,46803.9
A001210,C01886,BR011,Fixed Deposit,14-04-2022,Active,223574.51
A001211,C01376,BR008,Salary,13-06-2025,Inactive,9201.71
A001212,C00688,BR015,Fixed Deposit,01-04-2022,Active,90569.42
A001213,C00373,BR006,Savings,25-12-2023,Active,
A001214,C01285,BR009,Savings,03-12-2022,Active,37439.34
A001215,C01637,BR004,Savings,11-09-2023,Active,162266.53
A001216,C00539,BR005,Salary,14-09-2025,Active,14163.14
A001217,C02403,BR010,Savings,12-11-2022,Active,4097.53
A001218,C01287,BR014,Fixed Deposit,22-07-2024,Active,128937.01
A001219,C00168,BR014,Current,02-05-2023,Active,72589.88
A001220,C00410,BR009,Salary,09-08-2024,Active,38665.42
A001221,C02585,BR005,Savings,22-03-2022,Active,114233.53
A001222,C01014,BR005,Salary,11-03-2023,Active,71670.73
A001223,C01119,BR011,Savings,31-10-2025,Active,3966.35
A001224,C00597,BR001,Current,23-11-2024,Active,66185.2
A001225,C02424,BR004,Salary,30-09-2025,Active,24689.89
A001226,C02449,BR012,Savings,22-09-2024,Active,99383.04
A001227,C00728,BR005,Fixed Deposit,28-09-2022,Active,111583.94
A001228,C02189,BR006,Salary,06-11-2023,Active,35159.42
A001229,C01357,BR006,Salary,06-07-2025,Active,28612.81
A001230,C00501,BR008,Savings,24-09-2024,Active,13596.82
A001231,C02388,BR009,Savings,31-01-2024,Active,11712.57
A001232,C00249,BR003,Savings,20-06-2025,Active,30387.95
A001233,C02624,BR010,Current,15-06-2022,Active,38396.48
A001234,C00078,BR013,Savings,04-11-2025,Active,142035.15
A001235,C00970,BR011,Fixed Deposit,04-07-2022,Active,96927.36
A001236,C00681,BR012,Fixed Deposit,27-12-2025,Active,76229.19
A001237,C00706,BR006,Savings,21-03-2025,Active,24169.12
A001238,C01441,BR005,Salary,15-12-2023,Active,21187.4
A001239,C02256,BR012,Savings,27-11-2023,Active,57834.58
A001240,C01200,BR013,Savings,17-02-2022,Active,28077.24
A001241,C01548,BR006,Savings,08-04-2023,Inactive,80035.44
A001242,C02915,BR004,Salary,01-12-2022,Active,118846.5
A001243,C01494,BR003,Fixed Deposit,29-10-2024,Active,258082.82
A001244,C02377,BR008,Savings,15-10-2022,Active,111620.44
A001245,C01155,BR005,Savings,23-03-2025,Active,70126.19
A001246,C00235,BR001,Savings,16-03-2023,Active,21947.55
A001247,C00768,BR002,Current,27-05-2025,Inactive,89302.67
A001248,C00477,BR007,Savings,11-06-2023,Active,63326.8
A001249,C02722,BR005,Salary,04-01-2025,Closed,20703.01
A001250,C00080,BR005,Fixed Deposit,03-09-2024,Active,341506.88
A001251,C02468,BR015,Savings,16-12-2025,Active,32372.49
A001252,C00415,BR007,Fixed Deposit,08-02-2024,Active,229342.56
A001253,C00452,BR005,Salary,31-05-2023,Active,38657.39
A001254,C01589,BR011,Current,07-08-2024,Active,53490.45
A001255,C00244,BR005,Salary,13-02-2022,Active,30571.54
A001256,C00231,BR005,Savings,20-11-2025,Active,25919.68
A001257,C02327,BR002,Current,17-09-2024,Active,34389.62
A001258,C00180,BR007,Savings,13-03-2022,Active,68805.88
A001259,C01792,BR012,Salary,10-09-2022,Active,14739.77
A001260,C00355,BR006,Savings,22-01-2022,Active,37070.8
A001261,C00257,BR012,Savings,01-09-2024,Active,24725.21
A001262,C02009,BR007,Savings,30-08-2024,Active,67137.02
A001263,C01177,BR010,Savings,27-08-2022,Active,26170.79
A001264,C00059,BR006,Savings,09-03-2024,Closed,14880.36
A001265,C02045,BR015,Savings,17-12-2023,Inactive,81146.86
A001266,C02909,BR001,Fixed Deposit,07-12-2023,Active,154593.94
A001267,C01684,BR002,Current,21-06-2024,Active,28070.05
A001268,C01143,BR012,Savings,31-05-2025,Active,103345.59
A001269,C02532,BR005,Fixed Deposit,29-08-2025,Inactive,84989.3
A001270,C01010,BR007,Salary,21-08-2022,Active,32052.03
A001271,C01840,BR015,Savings,11-10-2025,Inactive,24260.37
A001272,C01425,BR007,Current,18-04-2024,Closed,55481.07
A001273,C02179,BR014,Savings,22-09-2022,Active,33021.28
A001274,C01554,BR011,Current,23-09-2025,Active,80210.23
A001275,C01446,BR010,Salary,25-06-2023,Active,20650.44
A001276,C01261,BR008,Savings,14-10-2023,Active,103379.36
A001277,C00888,BR010,Current,13-11-2025,Active,124276.58
A001278,C01459,BR004,Savings,27-04-2024,Active,43528.29
A001279,C00183,BR005,Current,28-07-2022,Active,109088.55
A001280,C01020,BR009,Savings,13-04-2022,Active,33798.13
A001281,C00230,BR006,Salary,13-04-2025,Active,31475.23
A001282,C00967,BR011,Current,26-05-2023,Active,54832.85
A001283,C01055,BR007,Savings,26-05-2022,Inactive,32061.42
A001284,C00082,BR011,Salary,02-03-2022,Active,113377.83
A001285,C00889,BR012,Savings,13-10-2025,Active,38477.82
A001286,C02016,BR008,Current,16-04-2024,Active,27818.86
A001287,C02910,BR008,Current,05-02-2024,Inactive,31758.13
A001288,C01852,BR013,Savings,12-05-2024,Active,28034.04
A001289,C02136,BR006,Savings,04-09-2023,Active,74560.14
A001290,C02007,BR008,Savings,21-10-2025,Active,18809.01
A001291,C02834,BR009,Salary,29-05-2024,Active,79132.61
A001292,C02824,BR005,Salary,21-07-2024,Active,119115.12
A001293,C00343,BR006,Savings,29-07-2025,Active,21163.91
A001294,C01420,BR001,Savings,05-01-2022,Active,97721.75
A001295,C02724,BR004,Fixed Deposit,12-04-2023,Active,72858.06
A001296,C02646,BR008,Savings,02-05-2025,Inactive,73271.92
A001297,C01604,BR006,Savings,21-05-2022,Active,20382.87
A001298,C01332,BR012,Salary,27-04-2023,Active,31621.95
A001299,C00175,BR012,Savings,27-08-2022,Active,31585.36
A001300,C01433,BR003,Fixed Deposit,09-11-2024,Active,115117.66
A001301,C01519,BR005,Savings,17-05-2025,Active,34701.91
A001302,C01899,BR005,Fixed Deposit,21-01-2023,Active,87344.99
A001303,C01566,BR005,Savings,01-10-2024,Active,13191.9
A001304,C00648,BR002,Savings,15-01-2025,Active,15321.71
A001305,C02905,BR008,Savings,15-08-2025,Inactive,19566.56
A001306,C00653,BR006,Fixed Deposit,17-09-2025,Inactive,126686.33
A001307,C01148,BR006,Current,28-10-2023,Active,71681.76
A001308,C01530,BR005,Savings,26-04-2022,Active,19872.79
A001309,C00880,BR002,Fixed Deposit,23-12-2024,Closed,53407.64
A001310,C00206,BR008,Savings,06-03-2024,Active,115234.21
A001311,C01834,BR005,Savings,02-11-2023,Active,38313.21
A001312,C00710,BR004,Savings,29-02-2024,Active,45567.65
A001313,C02638,BR012,Salary,29-07-2024,Active,13857.95
A001314,C02381,BR013,Savings,23-02-2023,Active,93920.37
A001315,C01285,BR009,Savings,25-04-2023,Active,125580.89
A001316,C01392,BR003,Fixed Deposit,15-05-2023,Active,36446.72
A001317,C02850,BR004,Current,22-12-2023,Active,76794.62
A001318,C00080,BR005,Savings,14-09-2024,Active,55966.68
A001319,C01137,BR011,Current,03-03-2022,Active,15782.28
A001320,C00183,BR005,Savings,04-03-2023,Active,73341.94
A001321,C00416,BR010,Savings,29-11-2024,Active,61538.02
A001322,C02759,BR001,Savings,14-02-2022,Active,79419.32
A001323,C00305,BR007,Current,08-03-2025,Active,55568.95
A001324,C02871,BR008,Salary,28-01-2025,Active,75979.94
A001325,C02352,BR005,Savings,12-04-2023,Active,23798.37
A001326,C01924,BR004,Savings,02-07-2024,Active,4145.02
A001327,C02226,BR006,Savings,18-12-2023,Active,23613.34
A001328,C00555,BR008,Salary,01-01-2023,Active,21857.2
A001329,C00352,BR002,Salary,07-08-2022,Active,42958.29
A001330,C01105,BR009,Salary,05-11-2025,Active,71353.07
A001331,C02294,BR001,Fixed Deposit,09-06-2025,Active,76056.55
A001332,C00917,BR002,Salary,05-08-2025,Active,193000.01
A001333,C00528,BR006,Fixed Deposit,25-07-2022,Active,164879.54
A001334,C02356,BR003,Current,09-11-2025,Active,113665.11
A001335,C01903,BR002,Savings,03-07-2024,Active,44329.17
A001336,C01612,BR015,Current,19-01-2024,Active,407139.28
A001337,C01238,BR003,Savings,15-05-2023,Active,13908.72
A001338,C02339,BR003,Savings,10-12-2022,Active,27179
A001339,C02204,BR009,Savings,21-04-2023,Closed,17983.38
A001340,C01082,BR003,Savings,11-09-2022,Active,19555.92
A001341,C00389,BR009,Salary,28-02-2025,Active,127673.51
A001342,C02609,BR007,Savings,17-10-2025,Active,38901.15
A001343,C00411,BR012,Savings,13-11-2025,Closed,27932.5
A001344,C01288,BR006,Fixed Deposit,25-07-2025,Active,112286.73
A001345,C02688,BR015,Current,13-07-2022,Active,23519.84
A001346,C01253,BR005,Savings,18-12-2024,Active,12301.72
A001347,C02494,BR001,Savings,07-06-2025,Active,11334.6
A001348,C01468,BR002,Savings,16-01-2024,Active,32699.23
A001349,C02236,BR002,Fixed Deposit,26-03-2024,Active,125856.28
A001350,C01776,BR008,Savings,16-07-2023,Active,12919.78
A001351,C00841,BR008,Fixed Deposit,16-04-2025,Inactive,82423.41
A001352,C02683,BR006,Savings,24-10-2024,Active,91605.91
A001353,C01403,BR006,Salary,08-07-2024,Inactive,104940.02
A001354,C01374,BR007,Savings,14-01-2022,Active,61316.45
A001355,C01976,BR012,Savings,04-11-2025,Active,34884.89
A001356,C02791,BR003,Savings,05-02-2024,Active,21552.75
A001357,C02615,BR002,Savings,28-10-2025,Active,48688.98
A001358,C01182,BR002,Fixed Deposit,18-09-2024,Active,99762.34
A001359,C00694,BR008,Salary,31-01-2024,Active,39470.46
A001360,C00974,BR008,Savings,06-01-2025,Closed,23633.09
A001361,C00788,BR003,Salary,27-12-2022,Active,30610.18
A001362,C00886,BR005,Savings,22-10-2023,Active,27900.92
A001363,C01293,BR009,Fixed Deposit,06-02-2022,Active,66526.73
A001364,C00064,BR010,Savings,24-12-2024,Active,18287.64
A001365,C01600,BR011,Savings,19-04-2023,Active,49432.26
A001366,C02548,BR004,Savings,21-05-2022,Closed,56728.99
A001367,C01292,BR003,Savings,09-03-2025,Active,46889.22
A001368,C00238,BR004,Fixed Deposit,07-12-2022,Active,117769.12
A001369,C01170,BR012,Savings,23-11-2022,Active,30824.07
A001370,C01003,BR005,Savings,31-07-2022,Active,22366.65
A001371,C01784,BR003,Salary,31-05-2024,Active,32870.4
A001372,C00752,BR002,Savings,12-05-2023,Active,19860.43
A001373,C00903,BR005,Savings,13-04-2024,Active,100704.32
A001374,C02234,BR013,Salary,18-05-2023,Active,41025.86
A001375,C00527,BR006,Savings,05-01-2025,Active,8845.7
A001376,C02798,BR005,Salary,01-07-2023,Inactive,11303.23
A001377,C00893,BR015,Current,04-03-2025,Active,122969.79
A001378,C02451,BR007,Savings,12-11-2023,Active,30032.69
A001379,C00247,BR001,Savings,22-01-2022,Active,25128.65
A001380,C00960,BR010,Savings,30-09-2023,Active,91341.73
A001381,C01132,BR007,Current,25-12-2022,Active,85522.59
A001382,C01368,BR014,Current,18-12-2023,Active,17968.58
A001383,C00276,BR011,Salary,02-07-2022,Active,13421.44
A001384,C00742,BR013,Savings,04-01-2025,Active,59664.29
A001385,C02632,BR006,Salary,01-07-2024,Active,196446.53
A001386,C02772,BR012,Savings,27-07-2022,Active,71448.64
A001387,C01323,BR008,Fixed Deposit,30-11-2025,Active,81666.28
A001388,C00357,BR010,Savings,28-05-2023,Active,28865.22
A001389,C00827,BR015,Salary,03-11-2022,Active,36472.29
A001390,C02856,BR007,Savings,01-01-2022,Active,6286.31
A001391,C02757,BR002,Savings,27-12-2022,Active,35705.21
A001392,C02441,BR008,Savings,11-02-2022,Active,57502.32
A001393,C02589,BR011,Fixed Deposit,07-12-2023,Active,69526.87
A001394,C02135,BR005,Salary,04-06-2024,Active,88453.11
A001395,C01871,BR002,Salary,25-06-2023,Active,180509.51
A001396,C02322,BR010,Savings,03-07-2025,Active,146034.46
A001397,C01939,BR006,Current,12-11-2025,Active,93664.42
A001398,C01019,BR009,Savings,23-03-2023,Active,35788.24
A001399,C01924,BR004,Current,20-07-2024,Active,28883.09
A001400,C00888,BR010,Savings,11-08-2023,Active,8462.99
A001401,C01876,BR003,Salary,04-02-2023,Closed,39100.86
A001402,C01145,BR007,Salary,03-11-2022,Active,56632.58
A001403,C01463,BR002,Savings,01-02-2024,Active,27508.39
A001404,C00545,BR003,Current,28-07-2022,Active,98303.24
A001405,C02872,BR015,Savings,09-09-2024,Active,134387.86
A001406,C02240,BR006,Savings,15-07-2025,Active,49427.52
A001407,C00322,BR011,Savings,22-06-2023,Inactive,151088.65
A001408,C01426,BR008,Savings,15-04-2024,Active,65772.08
A001409,C01363,BR002,Savings,27-11-2025,Active,112002.91
A001410,C02658,BR011,Salary,26-10-2024,Active,94063.81
A001411,C02266,BR003,Salary,14-08-2023,Active,19645.32
A001412,C02636,BR001,Savings,12-07-2025,Active,22708.13
A001413,C01401,BR006,Fixed Deposit,04-03-2022,Active,178600.28
A001414,C00468,BR009,Fixed Deposit,09-05-2024,Active,155787.83
A001415,C02164,BR011,Savings,04-01-2023,Active,156914.29
A001416,C00657,BR005,Savings,21-09-2022,Inactive,36280.39
A001417,C01910,BR011,Fixed Deposit,26-01-2024,Closed,138624.25
A001418,C01232,BR004,Savings,08-11-2024,Active,11290.63
A001419,C01049,BR008,Savings,14-12-2024,Active,70185.7
A001420,C00357,BR010,Fixed Deposit,28-12-2024,Active,47411.23
A001421,C02401,BR002,Salary,26-02-2023,Active,102224.74
A001422,C02069,BR012,Salary,28-08-2023,Inactive,19545.57
A001423,C01026,BR012,Fixed Deposit,15-06-2022,Active,214408.93
A001424,C02213,BR012,Savings,20-06-2024,Active,77872.98
A001425,C02960,BR004,Salary,20-03-2025,Active,23559.09
A001426,C02165,BR008,Salary,09-12-2023,Active,116805.8
A001427,C02849,BR006,Savings,02-04-2023,Active,92928.39
A001428,C01411,BR001,Savings,02-05-2023,Active,53065.94
A001429,C01131,BR003,Savings,07-08-2024,Active,15040.9
A001430,C02530,BR009,Salary,09-09-2024,Active,69092.32
A001431,C01989,BR005,Salary,27-11-2023,Active,37019.94
A001432,C01818,BR001,Fixed Deposit,28-12-2022,Closed,145956.67
A001433,C01926,BR003,Savings,23-08-2023,Active,37266.82
A001434,C02981,BR010,Current,24-04-2023,Active,86892.59
A001435,C02063,BR005,Savings,24-05-2022,Active,16769.61
A001436,C02447,BR005,Fixed Deposit,16-08-2023,Active,166780.59
A001437,C00108,BR003,Current,25-05-2025,Active,48132.84
A001438,C02167,BR014,Salary,16-06-2024,Active,45140.92
A001439,C00954,BR006,Savings,15-07-2022,Active,4459.82
A001440,C00370,BR008,Savings,30-05-2025,Active,64886.36
A001441,C00830,BR012,Savings,08-11-2022,Inactive,53816.99
A001442,C02498,BR003,Salary,17-06-2024,Active,27059.3
A001443,C02453,BR002,Savings,09-04-2024,Active,83755.03
A001444,C00917,BR002,Salary,26-11-2024,Active,28058.37
A001445,C00577,BR008,Savings,24-01-2025,Active,49955.36
A001446,C01257,BR008,Current,04-03-2023,Active,34412.55
A001447,C00996,BR002,Savings,10-02-2025,Active,5205.93
A001448,C01389,BR015,Savings,08-05-2024,Active,28654.76
A001449,C02353,BR003,Current,26-05-2023,Closed,35405.53
A001450,C00994,BR009,Savings,01-06-2022,Active,78497.75
A001451,C00521,BR015,Savings,10-04-2024,Active,30104.53
A001452,C00326,BR008,Current,08-11-2023,Active,10414.28
A001453,C02056,BR005,Savings,19-11-2023,Active,68282.36
A001454,C00599,BR007,Current,04-10-2024,Inactive,149405.38
A001455,C00659,BR002,Current,01-11-2024,Active,58560.21
A001456,C02411,BR005,Savings,20-09-2022,Active,13408.11
A001457,C00279,BR004,Savings,10-03-2023,Inactive,8562.41
A001458,C01957,BR004,Savings,10-08-2025,Inactive,22232.69
A001459,C00034,BR006,Savings,17-05-2024,Active,67618.8
A001460,C02829,BR006,Savings,02-09-2023,Active,19124.3
