Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date.1,Loan_Amount,Interest_Rate,Tenure_Months,Approval_Status,Loan_Status,Estimated_Interest
L000691,C02332,BR006,Auto,19-01-2025,655912.68,7.3,120,Approved,Active,478816.26
L000692,C01171,BR015,Education,15-03-2024,280888.59,7.55,36,Approved,Closed,63621.27
L000693,C00271,BR001,Business,27-02-2023,2014056.57,13.79,60,Approved,Closed,1388692.01
L000694,C00493,BR001,Auto,11-10-2024,458744.54,14.28,12,Approved,Defaulted,65508.72
L000695,C02021,BR014,Home,16-06-2024,1170396,9.2,48,Approved,Closed,430705.73
L000696,C02887,BR008,Personal,18-06-2023,326626.64,11.72,36,Approved,Active,114841.93
L000697,C01979,BR006,Personal,21-03-2023,299980.36,14.39,24,Approved,Active,86334.35
L000698,C00738,BR010,Personal,19-11-2024,196630.37,9.29,24,Approved,Active,36533.92
L000699,C01137,BR011,Personal,08-07-2024,241749.87,9.61,60,Approved,Active,116160.81
L000700,C01026,BR012,Personal,09-05-2024,600051.64,14.33,120,Approved,Active,859874
L000701,C02673,BR004,Personal,12-12-2024,227867.12,11.14,120,Approved,Active,253843.97
L000702,C00836,BR006,Home,02-03-2023,546940.95,11.13,240,Approved,Active,1217490.55
L000703,C02052,BR006,Business,26-12-2023,2235271.05,12.04,48,Approved,Closed,1076506.54
L000704,C02099,BR002,Home,05-03-2024,2097006.68,8.86,120,Approved,Active,1857947.92
L000705,C00181,BR002,Education,20-11-2024,311554.81,7.82,24,Rejected,Rejected,48727.17
L000706,C00893,BR015,Business,16-12-2023,350609.75,12.41,12,Approved,Active,43510.67
L000707,C02855,BR006,Personal,26-03-2023,661534.25,10.72,84,Pending,Under Review,496415.3
L000708,C00801,BR009,Personal,03-11-2023,867737.23,12.24,240,Approved,Active,2124220.74
L000709,C02447,BR005,Education,21-10-2025,88119.17,14.28,12,Approved,Active,12583.42
L000710,C00772,BR003,Personal,02-12-2023,472974.24,8.04,60,Approved,Active,190135.64
L000711,C02088,BR007,Home,12-11-2025,2040598.59,13.56,180,Approved,Active,4150577.53
L000712,C02457,BR014,Personal,12-01-2023,533705.58,7.45,60,Approved,Active,198805.33
L000713,C01183,BR004,Auto,24-07-2024,1159460.42,8.64,180,Approved,Active,1502660.7
L000714,C01876,BR003,Personal,03-12-2024,516696.25,7.64,48,Approved,Active,157902.37
L000715,C00364,BR010,Auto,03-03-2025,863767.01,8.06,84,Approved,Active,487337.35
L000716,C02335,BR007,Personal,18-11-2023,433912.85,11.39,12,Pending,Under Review,49422.67
L000717,C02028,BR015,Personal,02-07-2024,430788.78,8.22,240,Approved,Active,708216.75
L000718,C01076,BR012,Business,30-08-2024,1298910.48,13.03,120,Rejected,Rejected,1692480.36
L000719,C01409,BR008,Auto,29-08-2024,1175611.84,14.09,24,Approved,Active,331287.42
L000720,C00202,BR005,Business,29-12-2023,1966698.98,7.35,36,Approved,Active,433657.13
L000721,C02455,BR004,Home,18-09-2024,795993.02,11.67,60,Approved,Closed,464461.93
L000722,C01429,BR008,Auto,16-07-2025,356007.24,13.09,120,Rejected,Rejected,466013.48
L000723,C00354,BR014,Personal,02-01-2025,543282.55,7.75,60,Approved,Closed,210521.99
L000724,C02690,BR005,Education,21-12-2023,178044.54,11.19,36,Approved,Active,59769.55
L000725,C02018,BR005,Personal,20-06-2023,676951.75,14.3,84,Approved,Active,677628.7
L000726,C01618,BR010,Personal,01-08-2023,855724.97,8.34,24,Pending,Under Review,142734.92
L000727,C00060,BR011,Home,01-04-2024,1824783.38,13.97,240,Approved,Active,5098444.76
L000728,C01143,BR012,Personal,01-12-2023,215828.57,12.35,48,Approved,Active,106619.31
L000729,C01228,BR001,Home,21-11-2023,2763964.74,13.35,84,Rejected,Rejected,2582925.05
L000730,C01609,BR012,Home,19-12-2025,1602651.4,7.59,240,Approved,Active,2432824.83
L000731,C01462,BR008,Business,29-08-2023,1029709.97,11.16,84,Pending,Under Review,804409.43
L000732,C01267,BR008,Personal,18-12-2023,117038.83,7.39,60,Approved,Active,43245.85
L000733,C01008,BR008,Auto,08-08-2024,452818.76,12.31,240,Approved,Defaulted,1114839.79
L000734,C02795,BR008,Auto,28-05-2024,356847.97,10.86,12,Approved,Active,38753.69
L000735,C01777,BR008,Auto,05-11-2025,384360.98,9.03,48,Approved,Closed,138831.19
L000736,C02847,BR003,Personal,20-12-2025,400848.55,11.02,120,Approved,Active,441735.1
L000737,C02074,BR002,Business,25-12-2025,434780.8,9.82,60,Rejected,Rejected,213477.37
L000738,C00877,BR007,Business,19-12-2025,647241.36,12.48,12,Approved,Active,80775.72
L000739,C00538,BR002,Personal,07-11-2025,653475.46,8.83,84,Approved,Active,403913.18
L000740,C02203,BR005,Auto,19-06-2023,242451.84,10.11,60,Rejected,Rejected,122559.41
L000741,C01492,BR013,Education,26-10-2023,636258.64,14.18,24,Approved,Defaulted,180442.95
L000742,C00461,BR005,Education,22-08-2023,517603.2,7.83,84,Rejected,Rejected,283698.31
L000743,C02436,BR005,Auto,24-09-2025,460512.68,11.31,24,Approved,Closed,104167.97
L000744,C02234,BR013,Personal,26-05-2025,896925.43,13.47,120,Rejected,Rejected,1208158.55
L000745,C00850,BR015,Home,21-06-2024,2306501.38,11.87,180,Rejected,Rejected,4106725.71
L000746,C00049,BR006,Home,22-10-2025,2797596.67,11.32,36,Approved,Active,950063.83
L000747,C01584,BR015,Personal,29-11-2023,532336.78,12.06,12,Approved,Active,64199.82
L000748,C00636,BR008,Business,07-06-2025,2103534.06,10.05,120,Approved,Active,2114051.73
L000749,C02180,BR013,Home,19-08-2025,2790769.64,8.69,48,Approved,Active,970071.53
L000750,C01843,BR012,Education,06-02-2023,497527.6,8.38,36,Rejected,Rejected,125078.44
L000751,C02138,BR006,Business,13-06-2023,1283035.69,10.23,60,Approved,Active,656272.76
L000752,C01010,BR007,Personal,22-06-2023,181131.53,12.55,24,Approved,Active,45464.01
L000753,C01186,BR005,Education,16-07-2025,74308.94,12.79,24,Pending,Under Review,19008.23
L000754,C00467,BR008,Business,29-04-2025,1421611.29,8.19,180,Approved,Active,1746449.47
L000755,C01113,BR005,Auto,17-04-2025,261975.13,10.03,36,Approved,Active,78828.32
L000756,C00578,BR007,Home,28-09-2024,648356.69,8.3,180,Approved,Active,807204.08
L000757,C02261,BR009,Business,02-10-2024,2301663.61,13.12,180,Approved,Active,4529673.98
L000758,C02338,BR012,Personal,21-05-2023,121996.84,10.74,24,Approved,Active,26204.92
L000759,C01788,BR005,Personal,12-02-2023,444837.82,12.2,36,Approved,Active,162810.64
L000760,C02816,BR006,Business,24-05-2024,2367079.83,14.72,240,Approved,Active,6968683.02
L000761,C00306,BR008,Business,08-04-2024,1684743.86,10.16,120,Approved,Active,1711699.76
L000762,C02094,BR005,Personal,25-01-2025,537390.74,12.03,48,Rejected,Rejected,258592.42
L000763,C00839,BR010,Auto,30-04-2025,307799.41,11.57,12,Approved,Active,35612.39
L000764,C00455,BR008,Education,14-01-2025,115709.78,14.3,24,Approved,Active,33093
L000765,C01547,BR007,Business,10-07-2025,452056.06,13.61,24,Approved,Active,123049.66
L000766,C00651,BR009,Personal,04-07-2023,353243.43,9.52,24,Approved,Active,67257.55
L000767,C02253,BR001,Auto,17-10-2023,1032092.06,12.08,24,Approved,Active,249353.44
L000768,C01724,BR010,Auto,08-10-2023,410557.97,12.49,84,Approved,Active,358950.83
L000769,C02137,BR001,Business,16-06-2023,1538704.92,12.71,12,Rejected,Rejected,195569.4
L000770,C01439,BR008,Auto,23-09-2023,110099.35,13.32,24,Rejected,Rejected,29330.47
L000771,C02701,BR006,Business,25-04-2023,1078912.24,7.92,24,Approved,Active,170899.7
L000772,C01485,BR006,Home,14-01-2025,579450.86,12.14,240,Approved,Defaulted,1406906.69
L000773,C01438,BR011,Home,24-06-2024,1300585.32,7.49,60,Approved,Active,487069.2
L000774,C01429,BR008,Home,16-09-2024,535755.46,12.84,12,Approved,Active,68791
L000775,C01473,BR008,Home,26-09-2023,1897142.27,11.09,12,Approved,Active,171501.66
L000776,C01066,BR007,Personal,24-10-2023,90151.48,11.08,84,Approved,Active,69921.49
L000777,C00637,BR006,Personal,12-09-2024,230828.18,11.94,120,Approved,Active,275608.85
L000778,C00267,BR003,Education,13-08-2025,618745.95,10.55,24,Approved,Active,130555.4
L000779,C02398,BR002,Home,28-08-2025,2002461.54,7.92,36,Approved,Active,475784.86
L000780,C01502,BR009,Personal,10-04-2025,881956.54,10.01,36,Approved,Active,264851.55
L000781,C00490,BR001,Personal,28-12-2023,283895.32,12.92,120,Approved,Active,366792.75
L000782,C02782,BR002,Education,27-11-2024,418103.19,8.5,84,Approved,Defaulted,248771.4
L000783,C01629,BR005,Auto,18-12-2023,1149866.49,11.02,12,Approved,Active,126715.29
L000784,C01880,BR012,Personal,06-07-2024,887264.82,12.26,12,Approved,Active,108778.67
L000785,C00900,BR008,Personal,30-05-2025,199799.78,8.35,180,Pending,Under Review,250249.22
L000786,C01812,BR003,Education,06-08-2023,370445.44,13.86,240,Approved,Active,1026874.76
L000787,C00350,BR005,Personal,30-08-2025,780552.81,13.79,240,Approved,Active,2152764.65
L000788,C02421,BR007,Personal,01-01-2024,721991.11,14.63,60,Rejected,Rejected,528136.5
L000789,C02508,BR008,Home,19-05-2024,1542992.97,13.63,240,Rejected,Rejected,4206198.84
L000790,C02464,BR011,Education,02-10-2023,181506.5,8.97,240,Approved,Defaulted,325622.66
L000791,C01811,BR002,Auto,12-09-2023,1022612.81,12.41,24,Approved,Closed,253812.5
L000792,C00880,BR002,Business,14-08-2023,1581434.41,8.73,240,Pending,Under Review,2761184.48
L000793,C02689,BR005,Home,29-06-2023,2291992.79,12.63,240,Approved,Active,5789573.79
L000794,C02396,BR004,Personal,22-02-2023,309946.34,9.61,60,Approved,Active,148929.22
L000795,C01994,BR005,Education,07-07-2023,251064.6,10.99,180,Approved,Active,413879.99
L000796,C02518,BR007,Auto,06-09-2023,804711.78,11.89,48,Approved,Closed,382720.92
L000797,C02999,BR010,Home,26-09-2024,901769.6,10.11,48,Approved,Defaulted,364675.63
L000798,C01401,BR006,Home,19-12-2023,501473.15,11.54,12,Approved,Active,57870
L000799,C00378,BR005,Home,09-07-2023,545122.43,14.07,84,Approved,Active,536891.08
L000800,C01656,BR012,Education,03-04-2025,321346.87,9.52,48,Approved,Closed,122368.89
L000801,C01583,BR005,Auto,09-04-2024,819320.46,7.66,84,Approved,Active,439319.63
L000802,C02072,BR013,Personal,14-07-2025,646768.84,14.26,60,Rejected,Rejected,461146.18
L000803,C01169,BR006,Personal,07-05-2023,825902.03,7.59,240,Approved,Closed,1253719.28
L000804,C02312,BR006,Business,16-11-2024,1887306.23,7.42,120,Approved,Closed,1400381.22
L000805,C01819,BR008,Education,03-12-2024,100108.96,10.97,48,Approved,Closed,43927.81
L000806,C00517,BR012,Education,16-11-2023,287667.59,12.53,12,Approved,Defaulted,36044.75
L000807,C00699,BR006,Home,25-06-2023,2078008.31,11.44,180,Approved,Closed,3565862.26
L000808,C02313,BR009,Home,21-06-2025,2940165.7,9.18,84,Approved,Closed,1889350.48
L000809,C00162,BR011,Personal,09-10-2025,179835.64,8.42,24,Approved,Active,30284.32
L000810,C00184,BR003,Auto,25-07-2024,827299.25,14.27,48,Approved,Closed,472222.41
L000811,C02636,BR001,Education,21-12-2024,134813.52,9.83,12,Rejected,Rejected,13252.17
L000812,C02383,BR005,Business,02-07-2024,1417360.47,8.07,36,Pending,Under Review,343142.97
L000813,C00855,BR005,Home,10-09-2024,1413248.52,11.7,12,Approved,Active,165350.08
L000814,C00461,BR005,Business,06-09-2025,2100761.69,7.94,180,Approved,Defaulted,2502007.17
L000815,C02748,BR004,Auto,22-03-2025,440384.46,11.26,24,Approved,Active,99174.58
L000816,C01060,BR014,Personal,03-11-2024,775905.63,12.41,24,Pending,Under Review,192579.78
L000817,C00105,BR001,Business,02-08-2023,1284078.7,12.81,24,Approved,Active,328980.96
L000818,C02230,BR006,Personal,29-04-2024,157442.43,13.25,180,Pending,Under Review,312916.83
L000819,C02449,BR012,Personal,22-06-2025,341617.74,7.66,84,Approved,Active,183175.43
L000820,C01121,BR012,Business,11-06-2024,1254307.18,10.39,180,Rejected,Rejected,1954837.74
L000821,C00927,BR005,Education,18-12-2024,71879.46,12.51,120,Rejected,Rejected,89921.2
L000822,C00172,BR003,Personal,27-07-2023,156531.54,9.4,24,Approved,Active,29427.93
L000823,C02609,BR007,Business,16-01-2025,1459124.66,9.45,240,Approved,Active,2757745.61
L000824,C00249,BR003,Auto,03-03-2024,390356.94,8.37,48,Approved,Active,130691.5
L000825,C01439,BR008,Business,28-01-2025,1071960.09,7.27,240,Approved,Active,1558629.97
L000826,C01349,BR014,Education,04-07-2025,591097.71,12.79,84,Approved,Closed,529209.78
L000827,C00485,BR012,Business,02-11-2023,1434196.97,9.43,12,Approved,Active,135244.77
L000828,C01796,BR007,Personal,29-03-2023,802981.67,13.33,240,Approved,Closed,2140749.13
L000829,C00810,BR006,Personal,26-01-2023,845535.39,8.93,12,Approved,Active,75506.31
L000830,C01103,BR008,Business,29-04-2023,2320274.98,13.61,120,Approved,Active,3157894.25
L000831,C00815,BR015,Home,03-11-2025,2626063.62,13.9,24,Approved,Defaulted,730045.69
L000832,C02466,BR001,Home,15-07-2025,1887108.25,14.03,240,Approved,Active,5295225.75
L000833,C02743,BR014,Personal,25-03-2025,541600.57,13.11,12,Approved,Active,71003.83
L000834,C02326,BR001,Home,09-12-2023,557059.24,7.75,36,Pending,Under Review,129516.27
L000835,C01032,BR005,Auto,11-03-2024,952527.25,9.56,48,Rejected,Rejected,364246.42
L000836,C00998,BR013,Education,03-03-2024,107278.46,11.36,36,Rejected,Rejected,36560.5
L000837,C00802,BR012,Home,28-07-2025,2555355.94,11.88,84,Approved,Active,2125034
L000838,C01754,BR010,Personal,07-08-2025,474206.51,11.06,180,Approved,Active,786708.6
L000839,C00631,BR005,Auto,18-08-2023,1045051.92,11.24,48,Approved,Active,469855.34
L000840,C01872,BR005,Personal,10-12-2025,739026.47,7.74,120,Approved,Active,572006.49
L000841,C01504,BR005,Personal,21-07-2024,874227.37,11.03,24,Rejected,Rejected,192854.56
L000842,C01304,BR006,Personal,09-10-2024,220439.05,8.95,180,Approved,Active,295939.42
L000843,C01539,BR008,Personal,01-12-2024,875234.91,10.12,240,Approved,Closed,1771475.46
L000844,C00083,BR010,Auto,04-04-2025,521185.71,9.06,120,Rejected,Rejected,472194.25
L000845,C02588,BR013,Business,02-07-2025,1825451.94,10.55,120,Approved,Active,1925851.8
L000846,C02205,BR003,Auto,06-05-2025,972573.84,8.82,36,Approved,Active,257343.04
L000847,C01514,BR011,Business,17-01-2023,1415888.65,14.19,36,Approved,Active,602743.8
L000848,C01970,BR005,Business,07-07-2025,2108146.18,7.85,84,Rejected,Rejected,1158426.33
L000849,C00982,BR008,Personal,17-04-2023,581847.69,13.93,84,Rejected,Rejected,567359.68
L000850,C00722,BR007,Personal,15-07-2025,527174.04,13.16,240,Approved,Active,1387522.07
L000851,C02429,BR010,Home,31-05-2025,1377289.77,9.12,36,Approved,Active,376826.48
L000852,C01583,BR005,Auto,21-11-2023,483710.96,13.06,84,Approved,Active,442208.56
L000853,C02264,BR013,Education,13-09-2024,335857.41,11.78,180,Approved,Defaulted,593460.04
L000854,C02165,BR008,Personal,06-08-2025,194039.73,12.27,240,Approved,Defaulted,476173.5
L000855,C00566,BR004,Home,10-05-2024,2701911.29,9.84,12,Rejected,Rejected,265868.07
L000856,C02631,BR010,Business,07-11-2024,309610.11,7.51,48,Approved,Closed,93006.88
L000857,C02722,BR005,Business,15-09-2024,1123042.8,8.77,120,Approved,Closed,984908.54
L000858,C02470,BR003,Business,17-09-2023,951053.3,9.56,24,Approved,Active,181841.39
L000859,C01629,BR005,Education,24-02-2024,367207.72,10.03,60,Approved,Active,184154.67
L000860,C01926,BR003,Business,01-01-2023,1045836.85,13.03,60,Pending,Under Review,681362.71
L000861,C02287,BR013,Personal,14-04-2024,546954.63,12.18,180,Approved,Active,999286.11
L000862,C00041,BR010,Personal,16-02-2023,366836.76,11.35,60,Approved,Defaulted,208179.86
L000863,C02788,BR002,Auto,20-02-2025,138640.07,10.28,240,Approved,Active,285043.98
L000864,C02347,BR007,Personal,13-04-2024,178255.24,12.36,180,Approved,Active,330485.21
L000865,C02696,BR003,Personal,02-02-2023,857643.81,8.21,240,Rejected,Rejected,1408251.14
L000866,C00450,BR003,Home,23-07-2023,878358.66,12.73,24,Approved,Active,223630.11
L000867,C01077,BR004,Personal,18-05-2025,158212.72,14.06,24,Rejected,Rejected,44489.42
L000868,C02406,BR008,Education,03-08-2023,561836.17,9.07,12,Approved,Defaulted,50958.54
L000869,C00496,BR001,Business,28-05-2024,1162490.34,14.05,84,Approved,Active,1143309.25
L000870,C01936,BR012,Business,12-06-2025,1099228.97,12.37,36,Approved,Closed,407923.87
L000871,C01637,BR004,Business,30-05-2025,2023559.94,9.12,84,Rejected,Rejected,1291840.67
L000872,C02884,BR015,Home,19-06-2024,2409399.7,12.83,180,Approved,Active,4636889.72
L000873,C02074,BR002,Personal,25-04-2025,248349.51,13.41,240,Rejected,Rejected,666073.39
L000874,C01565,BR008,Home,05-11-2025,1559011.25,14.27,24,Approved,Closed,444941.81
L000875,C02417,BR010,Home,01-12-2024,2503806.31,12.88,24,Approved,Active,644980.51
L000876,C01374,BR007,Home,06-06-2025,1980991.32,13.67,120,Approved,Active,2708015.13
L000877,C00394,BR003,Business,23-10-2024,1949614.88,11.72,120,Approved,Active,2284948.64
L000878,C00940,BR003,Personal,23-02-2023,402654.53,10.89,180,Rejected,Rejected,657736.17
L000879,C01215,BR006,Education,09-11-2025,383117.16,7.84,48,Approved,Active,120145.54
L000880,C00654,BR013,Business,08-12-2025,980002.34,9.01,60,Rejected,Rejected,441491.05
L000881,C02890,BR007,Business,01-11-2024,579848.29,13.82,60,Approved,Active,400675.17
L000882,C00171,BR012,Personal,30-06-2023,297312.06,13.13,60,Rejected,Rejected,195185.37
L000883,C01395,BR008,Education,30-06-2024,594526.09,9.86,84,Rejected,Rejected,410341.91
L000884,C02882,BR006,Business,22-07-2024,1672529.89,7.66,120,Rejected,Rejected,1281157.9
L000885,C02379,BR011,Personal,28-10-2025,320016.08,9.73,24,Approved,Closed,62275.13
L000886,C00274,BR015,Auto,06-03-2025,581531.1,10.5,48,Rejected,Rejected,244243.06
L000887,C01184,BR008,Auto,28-06-2023,393348.93,8.73,60,Approved,Active,171696.81
L000888,C00544,BR010,Business,06-06-2024,1453912.81,11.57,36,Approved,Closed,504653.14
L000889,C01906,BR003,Personal,04-07-2025,754166.03,14.61,48,Rejected,Rejected,440734.63
L000890,C02861,BR005,Auto,25-06-2025,364677.74,9.3,48,Rejected,Rejected,135660.12
L000891,C02111,BR014,Personal,07-03-2025,512444.55,12.99,12,Pending,Under Review,66566.55
L000892,C02011,BR006,Auto,29-09-2025,526065.41,9.03,120,Approved,Active,475037.07
L000893,C01796,BR007,Home,20-02-2025,1410212.38,12,12,Approved,Active,169225.49
L000894,C00419,BR003,Education,13-05-2024,54788.67,8.83,84,Approved,Active,33864.88
L000895,C01716,BR007,Education,05-09-2025,481099.55,12.64,12,Approved,Closed,60810.98
L000896,C02051,BR012,Education,30-05-2023,527880.42,12.35,48,Approved,Active,260772.93
L000897,C00231,BR005,Personal,23-01-2025,470673.62,12.6,60,Approved,Active,296524.38
L000898,C02191,BR007,Auto,25-07-2025,493314.07,14.7,120,Approved,Defaulted,725171.68
L000899,C01641,BR003,Personal,02-09-2023,477599.45,10.71,12,Approved,Closed,51150.9
L000900,C01455,BR015,Personal,01-05-2024,680653.32,9.87,36,Approved,Active,201541.45
L000901,C02651,BR007,Home,30-05-2023,1003299.18,7.83,180,Rejected,Rejected,1178374.89
L000902,C01843,BR012,Business,16-06-2023,876239.36,7.32,24,Rejected,Rejected,128281.44
L000903,C02953,BR011,Education,09-10-2024,676326.06,9.65,120,Approved,Closed,652654.65
L000904,C01404,BR001,Home,03-04-2025,2487078.99,13.38,24,Approved,Active,665542.34
L000905,C02944,BR005,Business,24-07-2024,742598.55,8.11,12,Rejected,Rejected,60224.74
L000906,C00240,BR005,Business,02-12-2025,1756309.06,12.53,36,Approved,Active,660196.58
L000907,C01537,BR012,Personal,25-11-2024,448373.4,13.22,180,Approved,Closed,889124.45
L000908,C00676,BR009,Business,09-03-2025,1883828.35,9.27,36,Rejected,Rejected,523892.66
L000909,C02043,BR014,Home,04-06-2024,2132336.81,11.17,24,Approved,Closed,476364.04
L000910,C01676,BR015,Business,26-09-2024,1537566.71,10.27,24,Rejected,Rejected,315816.2
L000911,C00733,BR005,Auto,08-05-2023,980368.33,8.8,12,Rejected,Rejected,86272.41
L000912,C00327,BR002,Personal,15-07-2024,687005.86,14.52,240,Rejected,Rejected,1995065.02
L000913,C02287,BR013,Auto,18-06-2025,296114.2,11.53,24,Approved,Active,68283.93
L000914,C02272,BR005,Auto,05-01-2023,1182358.72,12.79,180,Pending,Under Review,2268355.2
L000915,C00931,BR004,Education,04-08-2023,649294.71,12.55,60,Approved,Active,407432.43
L000916,C02742,BR001,Business,23-03-2024,1166728.47,10.73,240,Rejected,Rejected,2503799.3
L000917,C00565,BR005,Education,21-03-2023,187298.76,12.2,48,Approved,Active,91401.79
L000918,C00735,BR014,Personal,24-01-2023,266245.27,9.54,60,Rejected,Rejected,126998.99
L000919,C02960,BR004,Education,02-02-2023,290756.28,10.88,120,Approved,Active,316342.83
L000920,C00819,BR011,Home,28-03-2023,2826038.82,12.17,36,Approved,Active,1031786.77
L000921,C02534,BR004,Home,17-08-2024,2996973.76,13.16,36,Rejected,Rejected,1183205.24
L000922,C01049,BR008,Auto,13-02-2025,773223.29,10.65,60,Pending,Under Review,411741.4
L000923,C01128,BR001,Personal,10-10-2024,225979.07,13.97,180,Approved,Active,473539.14
L000924,C02127,BR001,Business,16-11-2023,977210.25,10.93,36,Approved,Active,320427.24
L000925,C01355,BR012,Auto,30-12-2024,1133167.63,14.38,48,Rejected,Rejected,651798.02
L000926,C00954,BR006,Home,22-12-2023,1199839.91,8.4,12,Approved,Active,100786.55
L000927,C01561,BR005,Personal,15-05-2024,721129.68,12.47,120,Approved,Active,899248.71
L000928,C00156,BR013,Auto,14-06-2024,1144058.63,12.29,48,Pending,Under Review,562419.22
L000929,C02909,BR001,Home,13-12-2025,2410023.05,11.74,36,Rejected,Rejected,848810.12
L000930,C00799,BR008,Personal,10-07-2024,275813.41,8.23,240,Approved,Closed,453988.87
L000931,C00265,BR006,Personal,10-07-2024,223634.04,10.68,24,Rejected,Rejected,47768.23
L000932,C00267,BR003,Personal,20-04-2023,94207.03,14.05,120,Approved,Active,132360.88
L000933,C01867,BR006,Auto,23-05-2025,1136726.41,12.12,24,Approved,Closed,275542.48
L000934,C00026,BR009,Personal,12-03-2023,696289.24,11.87,180,Approved,Active,1239742.99
L000935,C02975,BR001,Education,30-12-2024,319623.82,8.22,240,Approved,Active,525461.56
L000936,C00373,BR006,Personal,24-11-2025,757520.64,14.45,60,Rejected,Rejected,547308.66
L000937,C00771,BR002,Education,30-07-2024,210867.81,9.72,48,Pending,Under Review,81985.4
L000938,C00869,BR015,Auto,10-01-2023,677324.6,10.66,36,Approved,Active,216608.41
L000939,C01632,BR014,Auto,11-12-2023,882181.73,11.21,36,Approved,Active,296677.72
L000940,C02157,BR015,Personal,12-01-2023,59479.41,13.53,120,Approved,Active,80475.64
L000941,C00965,BR003,Personal,10-05-2023,698950.3,13.23,12,Approved,Active,92471.12
L000942,C02184,BR010,Personal,16-12-2024,684426.15,12.92,60,Approved,Active,442139.29
L000943,C01648,BR005,Business,11-12-2023,700887.29,13.63,12,Rejected,Rejected,95530.94
L000944,C01852,BR013,Business,08-01-2023,1426118.06,8.23,240,Approved,Active,2347390.33
L000945,C02331,BR008,Home,17-01-2025,1822674.35,11.79,60,Pending,Under Review,1074466.53
L000946,C01520,BR005,Personal,13-11-2024,781272.38,10.16,36,Approved,Defaulted,238131.82
L000947,C02987,BR010,Home,05-03-2023,1082017.58,11.13,48,Approved,Active,481714.23
L000948,C00176,BR002,Business,24-10-2023,477491.26,12.22,180,Approved,Active,875241.48
L000949,C00365,BR015,Education,16-09-2024,423591.7,13.3,120,Approved,Active,563376.96
L000950,C02086,BR005,Business,02-10-2023,1321325.57,8.23,36,Rejected,Rejected,326235.28
L000951,C00600,BR015,Personal,31-08-2023,765441.6,14.36,180,Approved,Active,1648761.21
L000952,C01259,BR006,Home,21-06-2025,1256481.95,14.59,180,Pending,Under Review,2749810.75
L000953,C00788,BR003,Personal,11-01-2025,825530.28,8.98,12,Approved,Active,74132.62
L000954,C00915,BR001,Business,15-02-2023,1563843.9,9.5,180,Approved,Active,2228477.56
L000955,C00607,BR011,Home,06-02-2024,1771378.94,10.38,24,Pending,Under Review,367738.27
L000956,C01989,BR005,Personal,10-07-2025,706009.75,8.97,240,Approved,Defaulted,1266581.49
L000957,C00060,BR011,Personal,15-07-2025,247038.41,10.85,180,Approved,Active,402055.01
L000958,C00432,BR004,Home,20-02-2025,1256832.24,14.28,48,Approved,Closed,717902.58
L000959,C02015,BR002,Home,22-12-2025,2329987.44,7.98,48,Approved,Active,743731.99
L000960,C02301,BR004,Auto,30-05-2024,597469.95,9.4,12,Approved,Active,56162.18
L000961,C00655,BR007,Business,22-12-2024,2445313.76,8.31,60,Approved,Closed,1016027.87
L000962,C01925,BR014,Education,12-02-2025,193218.09,13.79,24,Rejected,Rejected,53289.55
L000963,C01668,BR011,Auto,17-04-2023,404688.37,14.19,240,Approved,Active,1148505.59
L000964,C00820,BR007,Auto,03-02-2025,134212.81,12.08,180,Approved,Closed,243193.61
L000965,C00040,BR008,Auto,12-02-2025,480470.81,9.69,12,Approved,Active,46557.62
L000966,C00928,BR007,Personal,04-04-2023,170583.73,8.1,60,Approved,Active,69086.41
L000967,C00929,BR005,Personal,19-07-2024,147923.86,7.86,36,Approved,Closed,34880.45
L000968,C01384,BR015,Auto,07-11-2024,165553.91,12.75,84,Approved,Active,147756.86
L000969,C02840,BR005,Home,23-06-2023,908551.17,14.44,180,Rejected,Rejected,1967921.83
L000970,C02364,BR015,Education,21-09-2025,513151.84,8.61,48,Approved,Active,176729.49
L000971,C01119,BR011,Home,16-01-2024,1057709.44,9.81,12,Approved,Active,103761.3
L000972,C00806,BR012,Education,20-03-2023,177847.94,8.47,60,Approved,Active,75318.6
L000973,C00930,BR005,Auto,16-04-2025,284659.4,10.95,180,Approved,Active,467553.06
L000974,C01321,BR008,Home,03-03-2023,2742448.2,14.73,120,Approved,Active,4039626.2
L000975,C00759,BR013,Education,25-08-2023,535615.1,10.88,84,Approved,Closed,407924.46
L000976,C01455,BR015,Education,22-03-2023,100166.92,10.08,84,Approved,Active,70677.78
L000977,C01044,BR006,Business,25-08-2023,472361.13,9.9,36,Approved,Active,140291.26
L000978,C02151,BR004,Personal,15-12-2025,738261.91,10.38,48,Rejected,Rejected,306526.35
L000979,C02690,BR005,Personal,01-12-2025,519078.97,8.77,48,Rejected,Rejected,182092.9
L000980,C00716,BR006,Business,14-01-2024,654138.81,10.97,180,Approved,Active,1076385.41
L000981,C01131,BR003,Auto,22-10-2025,1134394.78,12.7,84,Pending,Under Review,1008476.96
L000982,C02949,BR009,Business,26-06-2023,2242800.9,13.42,48,Pending,Under Review,1203935.52
L000983,C01320,BR007,Personal,14-07-2024,892874.25,14.74,84,Approved,Closed,921267.65
L000984,C00189,BR008,Personal,07-10-2023,171306.35,12.27,48,Approved,Active,84077.16
L000985,C00449,BR007,Personal,31-01-2023,516747.72,12.64,48,Pending,Under Review,261267.65
