Transaction_ID,Account_ID,Customer_ID,Branch_ID,Transaction_Date.1,Transaction_Type,Channel,Amount,Transaction_Status
T0003522,A003102,C00410,BR009,25-05-2025,Deposit,UPI,2092.42,Completed
T0003523,A001753,C00146,BR005,17-04-2023,Withdrawal,UPI,736.49,Completed
T0003524,A001591,C02899,BR004,23-04-2025,Withdrawal,Mobile App,24743.14,Completed
T0003525,A002674,C00566,BR004,07-09-2023,Transfer,UPI,26059.32,Completed
T0003526,A003048,C01568,BR004,22-10-2023,Transfer,Mobile App,78637.01,Completed
T0003527,A001662,C00026,BR009,03-05-2025,Deposit,Net Banking,10581.21,Completed
T0003528,A003423,C02542,BR008,24-03-2025,Withdrawal,UPI,9414.5,Completed
T0003529,A001205,C01468,BR002,23-03-2023,Deposit,Net Banking,1125.58,Completed
T0003530,A003348,C00308,BR010,22-12-2025,Transfer,UPI,24630.4,Completed
T0003531,A001557,C02531,BR015,24-01-2025,Withdrawal,UPI,7023.03,Completed
T0003532,A002817,C02661,BR008,09-07-2025,Deposit,ATM,8164.27,Pending
T0003533,A004189,C02514,BR011,17-09-2025,Deposit,Net Banking,3765.95,Failed
T0003534,A003136,C01605,BR001,17-08-2024,Transfer,Branch,7822.19,Completed
T0003535,A001340,C01082,BR003,31-12-2023,Withdrawal,ATM,11797.18,Completed
T0003536,A002394,C01181,BR010,02-01-2023,Withdrawal,ATM,5989.19,Completed
T0003537,A000843,C02191,BR007,28-02-2025,Transfer,ATM,2061.61,Completed
T0003538,A001952,C00992,BR005,17-02-2024,Deposit,ATM,19405,Completed
T0003539,A002599,C01242,BR008,05-04-2024,Deposit,Debit Card,13611.32,Completed
T0003540,A000260,C01696,BR009,17-12-2024,Transfer,UPI,6409.72,Completed
T0003541,A001679,C02090,BR001,31-03-2024,Withdrawal,UPI,35001.85,Completed
T0003542,A004096,C02711,BR005,01-06-2023,Withdrawal,Net Banking,6666.59,Completed
T0003543,A004181,C02369,BR010,11-08-2025,Deposit,Net Banking,10381.98,Completed
T0003544,A003530,C00965,BR003,20-03-2024,Deposit,ATM,928.57,Completed
T0003545,A003005,C01967,BR003,27-02-2025,Deposit,UPI,3753.72,Completed
T0003546,A002823,C01444,BR006,17-02-2025,Deposit,Debit Card,12823.54,Failed
T0003547,A002233,C01501,BR010,01-10-2023,Deposit,UPI,6426.27,Completed
T0003548,A002706,C02002,BR006,03-09-2025,Transfer,Net Banking,15340.46,Completed
T0003549,A001006,C02074,BR002,19-12-2025,Transfer,Branch,975.32,Completed
T0003550,A002423,C01711,BR005,07-02-2025,Withdrawal,Net Banking,16008.32,Completed
T0003551,A002338,C02307,BR007,20-07-2025,Deposit,ATM,7266.22,Completed
T0003552,A000397,C01631,BR004,31-10-2024,Withdrawal,Debit Card,33757.14,Completed
T0003553,A001185,C00541,BR008,04-12-2023,Deposit,ATM,7537.3,Completed
T0003554,A001342,C02609,BR007,05-09-2023,Deposit,UPI,15529.09,Completed
T0003555,A002880,C02055,BR004,30-10-2025,Deposit,UPI,15281.87,Completed
T0003556,A001427,C02849,BR006,05-01-2025,Withdrawal,Mobile App,22004.11,Completed
T0003557,A000895,C01961,BR005,15-06-2024,Deposit,Debit Card,11777.63,Completed
T0003558,A003334,C01926,BR003,07-07-2025,Withdrawal,Mobile App,8656.2,Completed
T0003559,A002127,C02797,BR014,07-09-2024,Withdrawal,UPI,7026.46,Completed
T0003560,A002541,C00788,BR003,24-04-2024,Withdrawal,UPI,24755.98,Completed
T0003561,A001428,C01411,BR001,07-03-2023,Deposit,Net Banking,6265.57,Completed
T0003562,A001673,C00900,BR008,01-09-2025,Transfer,Mobile App,4831.79,Completed
T0003563,A002430,C01313,BR012,19-03-2023,Withdrawal,Mobile App,18087.69,Completed
T0003564,A001378,C02451,BR007,07-01-2024,Deposit,ATM,26528.81,Completed
T0003565,A004008,C02488,BR006,22-10-2024,Withdrawal,Debit Card,40633.25,Completed
T0003566,A003587,C00904,BR003,24-11-2024,Deposit,ATM,44888.69,Completed
T0003567,A004059,C02033,BR007,12-12-2024,Withdrawal,UPI,10284.16,Completed
T0003568,A003300,C00043,BR008,10-07-2025,Withdrawal,UPI,16395.41,Completed
T0003569,A000360,C00933,BR013,14-07-2024,Deposit,Net Banking,71304.55,Pending
T0003570,A003416,C01890,BR013,30-08-2025,Withdrawal,UPI,24007.83,Completed
T0003571,A001034,C02220,BR005,30-09-2024,Withdrawal,Net Banking,43374.95,Completed
T0003572,A001661,C00704,BR005,28-05-2024,Withdrawal,UPI,22632.47,Completed
T0003573,A001758,C01336,BR009,27-02-2024,Deposit,UPI,3973.13,Completed
T0003574,A002013,C02066,BR010,19-05-2024,Deposit,Mobile App,6795.35,Failed
T0003575,A003365,C01749,BR011,03-06-2024,Deposit,Mobile App,1729.57,Completed
T0003576,A002408,C00158,BR013,02-11-2025,Withdrawal,Branch,6841.65,Completed
T0003577,A002242,C01927,BR014,02-07-2023,Deposit,UPI,4828.85,Completed
T0003578,A000806,C02316,BR008,26-05-2024,Withdrawal,Mobile App,4423.24,Completed
T0003579,A003358,C00666,BR010,17-05-2023,Transfer,UPI,6840.75,Completed
T0003580,A001522,C02590,BR007,04-01-2023,Transfer,UPI,3652.36,Completed
T0003581,A002801,C01286,BR004,13-05-2024,Transfer,ATM,2611.57,Completed
T0003582,A002063,C02415,BR009,15-06-2024,Transfer,UPI,23622.18,Completed
T0003583,A002739,C01126,BR007,18-11-2023,Withdrawal,Branch,4684.87,Completed
T0003584,A002816,C02005,BR006,24-10-2024,Deposit,ATM,6569.16,Completed
T0003585,A002332,C01754,BR010,18-01-2023,Deposit,Net Banking,29261.57,Completed
T0003586,A001888,C01008,BR008,26-03-2025,Deposit,Mobile App,3991.11,Completed
T0003587,A002997,C00531,BR013,01-04-2024,Deposit,ATM,18384.18,Completed
T0003588,A000650,C02302,BR005,28-03-2023,Withdrawal,ATM,2410.24,Completed
T0003589,A004081,C01454,BR006,16-10-2025,Withdrawal,Net Banking,9676.17,Completed
T0003590,A001786,C01972,BR007,22-09-2024,Transfer,Net Banking,16189.86,Completed
T0003591,A004125,C01872,BR005,01-06-2024,Deposit,Net Banking,4704,Completed
T0003592,A002232,C01423,BR008,31-10-2024,Transfer,UPI,24084.78,Completed
T0003593,A000544,C01806,BR014,27-08-2024,Transfer,UPI,14341.3,Completed
T0003594,A002734,C00733,BR005,14-01-2025,Withdrawal,Debit Card,12134.16,Completed
T0003595,A002177,C02596,BR012,07-03-2025,Deposit,UPI,25961.01,Completed
T0003596,A003586,C02334,BR007,26-10-2023,Withdrawal,UPI,20012.82,Completed
T0003597,A003511,C02341,BR013,08-12-2024,Withdrawal,Net Banking,8392.17,Completed
T0003598,A000977,C02587,BR005,20-04-2025,Withdrawal,UPI,1886.99,Completed
T0003599,A003224,C00378,BR005,02-06-2023,Withdrawal,Mobile App,58183.36,Completed
T0003600,A002351,C00280,BR007,15-05-2025,Transfer,Branch,5075.98,Completed
T0003601,A001922,C02305,BR001,16-01-2024,Deposit,Mobile App,820.35,Completed
T0003602,A001753,C00146,BR005,31-05-2023,Deposit,Debit Card,44680.7,Completed
T0003603,A002845,C02678,BR009,17-02-2025,Withdrawal,ATM,15827.86,Completed
T0003604,A002886,C00623,BR012,26-04-2025,Transfer,Branch,8839.01,Completed
T0003605,A003682,C00448,BR006,31-08-2024,Deposit,ATM,8043.4,Completed
T0003606,A003672,C00657,BR005,06-11-2024,Deposit,UPI,20908.95,Completed
T0003607,A001023,C00217,BR004,11-05-2024,Withdrawal,Net Banking,79343.9,Completed
T0003608,A002004,C02393,BR004,23-04-2024,Withdrawal,Mobile App,5836.87,Completed
T0003609,A004158,C00990,BR007,24-12-2023,Withdrawal,UPI,3786.07,Completed
T0003610,A003546,C01566,BR005,03-05-2025,Deposit,Mobile App,6830.55,Completed
T0003611,A001885,C01860,BR006,20-06-2024,Withdrawal,UPI,2151.52,Completed
T0003612,A000009,C02506,BR012,20-05-2023,Deposit,UPI,7394.13,Completed
T0003613,A000967,C00681,BR012,22-09-2023,Deposit,Mobile App,29904.9,Completed
T0003614,A003832,C02234,BR013,27-01-2024,Withdrawal,UPI,10292.41,Completed
T0003615,A002964,C02061,BR004,28-03-2025,Deposit,Mobile App,13345.8,Completed
T0003616,A003312,C01808,BR006,05-09-2025,Withdrawal,Net Banking,23467.54,Completed
T0003617,A003254,C01188,BR010,02-07-2023,Withdrawal,Debit Card,6449.87,Completed
T0003618,A000563,C02618,BR010,06-06-2023,Transfer,Net Banking,2706.36,Completed
T0003619,A002459,C00515,BR004,23-07-2024,Transfer,UPI,7134.97,Completed
T0003620,A002837,C00458,BR006,13-10-2025,Deposit,Debit Card,7454.35,Completed
T0003621,A000401,C01585,BR005,13-11-2023,Deposit,Branch,19268.52,Completed
T0003622,A002160,C02642,BR007,20-11-2024,Withdrawal,UPI,18140.41,Completed
T0003623,A001127,C02382,BR011,02-03-2025,Withdrawal,UPI,1096.56,Completed
T0003624,A004077,C01981,BR009,08-01-2023,Deposit,ATM,1786.39,Completed
T0003625,A001059,C02442,BR005,04-02-2024,Transfer,UPI,26936.23,Completed
T0003626,A001279,C00183,BR005,20-06-2023,Withdrawal,UPI,2634.21,Completed
T0003627,A003725,C01881,BR001,19-12-2025,Transfer,Debit Card,23825.69,Completed
T0003628,A002558,C02547,BR015,27-02-2023,Withdrawal,Debit Card,659.43,Completed
T0003629,A003972,C02883,BR009,24-05-2023,Transfer,ATM,51174.58,Completed
T0003630,A002197,C02957,BR012,26-04-2025,Transfer,ATM,9071.75,Completed
T0003631,A000791,C02480,BR015,23-06-2023,Withdrawal,ATM,27202.22,Completed
T0003632,A000929,C02022,BR015,06-10-2023,Withdrawal,UPI,10220.99,Completed
T0003633,A000705,C02657,BR005,30-08-2024,Transfer,Net Banking,39581.74,Completed
T0003634,A003418,C02340,BR007,16-09-2024,Transfer,ATM,37810.79,Completed
T0003635,A000101,C02094,BR005,29-12-2025,Transfer,ATM,7691.43,Pending
T0003636,A003121,C00319,BR015,21-07-2025,Withdrawal,UPI,1981.65,Completed
T0003637,A001851,C01863,BR005,07-07-2025,Withdrawal,Net Banking,1548.06,Completed
T0003638,A002286,C01153,BR010,15-09-2025,Withdrawal,Mobile App,3329.7,Completed
T0003639,A003479,C00850,BR015,03-09-2024,Deposit,Mobile App,3535.04,Completed
T0003640,A003966,C00040,BR008,10-07-2025,Withdrawal,UPI,39841.38,Completed
T0003641,A001198,C00727,BR012,14-02-2025,Deposit,ATM,5060.15,Completed
T0003642,A003892,C01746,BR003,05-07-2024,Deposit,Net Banking,12426.37,Completed
T0003643,A003826,C01575,BR001,24-10-2025,Deposit,ATM,1930.73,Completed
T0003644,A003436,C00630,BR009,06-06-2023,Withdrawal,UPI,6238.57,Completed
T0003645,A000522,C00274,BR015,25-02-2024,Deposit,Branch,8971.74,Completed
T0003646,A000641,C00673,BR007,16-01-2024,Transfer,ATM,8378.81,Completed
T0003647,A000143,C01631,BR004,18-08-2024,Transfer,Debit Card,2350.66,Completed
T0003648,A003756,C01913,BR002,03-01-2024,Withdrawal,UPI,16722.28,Completed
T0003649,A004006,C02202,BR013,10-04-2024,Withdrawal,Mobile App,19524.21,Completed
T0003650,A001285,C00889,BR012,21-12-2025,Transfer,Debit Card,6494.76,Completed
T0003651,A002209,C00143,BR006,03-04-2025,Deposit,ATM,1024.44,Completed
T0003652,A002395,C00574,BR009,03-06-2025,Withdrawal,Branch,16033.77,Completed
T0003653,A001644,C00564,BR004,21-01-2024,Withdrawal,Net Banking,11397.3,Completed
T0003654,A004094,C01850,BR015,20-12-2023,Withdrawal,UPI,33710.52,Completed
T0003655,A003960,C00164,BR006,18-07-2024,Transfer,ATM,2959.12,Completed
T0003656,A000971,C01912,BR010,28-03-2024,Deposit,Net Banking,49942.62,Completed
T0003657,A002310,C01887,BR013,14-12-2024,Transfer,Net Banking,5057.76,Completed
T0003658,A000839,C00096,BR006,25-10-2023,Deposit,UPI,80418.61,Completed
T0003659,A000367,C02582,BR001,05-06-2023,Withdrawal,Debit Card,4134.93,Completed
T0003660,A003579,C02195,BR014,18-03-2024,Deposit,Mobile App,12831.72,Completed
T0003661,A003639,C00393,BR005,18-06-2025,Deposit,Branch,1456.91,Completed
T0003662,A000055,C01200,BR013,29-03-2023,Withdrawal,Net Banking,6744.99,Completed
T0003663,A002284,C02200,BR006,02-04-2023,Withdrawal,Branch,7112.14,Completed
T0003664,A000732,C02864,BR003,04-07-2025,Withdrawal,UPI,12792.94,Completed
T0003665,A002366,C00884,BR007,22-02-2024,Transfer,UPI,5937.09,Completed
T0003666,A001375,C00527,BR006,06-08-2024,Withdrawal,UPI,7090.07,Completed
T0003667,A002244,C02502,BR013,19-04-2025,Deposit,UPI,26251.34,Completed
T0003668,A003101,C00972,BR014,25-10-2024,Deposit,UPI,4311.88,Completed
T0003669,A000357,C00543,BR009,30-11-2025,Transfer,UPI,5553.17,Completed
T0003670,A002018,C00354,BR014,04-08-2023,Transfer,ATM,12827.79,Completed
T0003671,A001438,C02167,BR014,25-06-2025,Withdrawal,ATM,9281.47,Completed
T0003672,A001652,C01362,BR015,10-05-2024,Withdrawal,Debit Card,7315.59,Completed
T0003673,A003909,C02978,BR012,19-05-2023,Withdrawal,Mobile App,9069.55,Completed
T0003674,A003859,C01324,BR006,21-05-2024,Withdrawal,UPI,2192.66,Completed
T0003675,A002740,C02557,BR014,03-07-2024,Transfer,UPI,60151.22,Completed
T0003676,A003175,C00097,BR008,16-04-2023,Withdrawal,UPI,5000.48,Completed
T0003677,A001621,C00142,BR008,13-06-2024,Withdrawal,UPI,3402.92,Completed
T0003678,A002658,C02124,BR002,03-02-2023,Withdrawal,Net Banking,10639.67,Pending
T0003679,A001979,C01749,BR011,30-12-2024,Deposit,Debit Card,2646.66,Completed
T0003680,A001429,C01131,BR003,08-11-2024,Withdrawal,ATM,5760.55,Completed
T0003681,A003325,C02385,BR005,14-05-2023,Deposit,Debit Card,28860.94,Completed
T0003682,A003608,C00819,BR011,18-09-2024,Transfer,Mobile App,8705.24,Completed
T0003683,A001479,C02111,BR014,19-10-2023,Deposit,UPI,4036.65,Completed
T0003684,A001063,C01520,BR005,08-12-2024,Deposit,Net Banking,2640.89,Completed
T0003685,A001688,C02387,BR014,17-09-2023,Withdrawal,UPI,11919.47,Completed
T0003686,A003973,C00956,BR007,09-09-2025,Deposit,Net Banking,3408.3,Completed
T0003687,A003240,C02026,BR004,14-07-2024,Withdrawal,UPI,3272.7,Completed
T0003688,A001094,C01928,BR015,30-12-2025,Withdrawal,UPI,11878.72,Completed
T0003689,A002606,C00167,BR005,29-03-2023,Withdrawal,UPI,19873.89,Completed
T0003690,A003445,C02620,BR008,08-07-2025,Deposit,Debit Card,4060.61,Completed
T0003691,A001500,C02194,BR003,03-03-2023,Withdrawal,ATM,1819.57,Completed
T0003692,A003840,C01248,BR015,26-01-2023,Deposit,Debit Card,5843.33,Completed
T0003693,A003925,C01412,BR003,05-07-2023,Withdrawal,UPI,15655.14,Completed
T0003694,A000952,C02573,BR013,03-12-2023,Withdrawal,UPI,11860.96,Completed
T0003695,A002532,C01430,BR012,10-09-2025,Transfer,UPI,4227.62,Completed
T0003696,A000964,C02036,BR003,02-05-2025,Withdrawal,Mobile App,12280.52,Completed
T0003697,A002819,C02602,BR008,24-03-2023,Withdrawal,Debit Card,4207.97,Completed
T0003698,A000331,C01503,BR004,14-09-2025,Withdrawal,UPI,2834.7,Completed
T0003699,A002692,C00827,BR015,17-09-2023,Deposit,Debit Card,36106.66,Completed
T0003700,A001434,C02981,BR010,26-09-2025,Deposit,Debit Card,27370.68,Completed
T0003701,A002148,C00846,BR002,10-08-2023,Withdrawal,UPI,3370.64,Completed
T0003702,A002102,C02425,BR006,05-01-2025,Withdrawal,UPI,14119.91,Completed
T0003703,A004175,C02868,BR004,18-11-2024,Deposit,Branch,2171.81,Completed
T0003704,A000362,C00064,BR010,17-07-2025,Withdrawal,UPI,36095.42,Completed
T0003705,A002444,C02458,BR007,10-11-2024,Deposit,UPI,16143.7,Completed
T0003706,A000615,C01127,BR013,25-06-2023,Deposit,Branch,10510.3,Completed
T0003707,A002725,C02782,BR002,27-12-2025,Deposit,Branch,2201.73,Completed
T0003708,A001774,C02806,BR011,06-03-2024,Deposit,UPI,25104.04,Completed
T0003709,A000698,C02365,BR001,31-10-2025,Withdrawal,UPI,11812.13,Completed
T0003710,A000757,C00336,BR007,02-04-2023,Withdrawal,UPI,14239.2,Completed
T0003711,A000520,C00439,BR002,19-09-2025,Deposit,Branch,27520.47,Failed
T0003712,A003249,C00029,BR002,14-11-2023,Transfer,ATM,15477.67,Completed
T0003713,A003835,C00034,BR006,24-11-2025,Withdrawal,ATM,2443.83,Completed
T0003714,A001355,C01976,BR012,30-04-2025,Deposit,Net Banking,26282.79,Completed
T0003715,A001605,C00293,BR005,03-12-2025,Transfer,ATM,3920.52,Completed
T0003716,A000195,C01821,BR014,24-07-2023,Deposit,Net Banking,6210.04,Completed
T0003717,A000704,C01056,BR008,19-03-2025,Withdrawal,UPI,6019.15,Completed
T0003718,A000649,C02822,BR004,24-03-2025,Withdrawal,Net Banking,2238.57,Completed
T0003719,A003981,C00162,BR011,13-09-2025,Transfer,UPI,3895.34,Completed
T0003720,A001291,C02834,BR009,22-04-2025,Withdrawal,UPI,2828.65,Completed
T0003721,A003293,C01832,BR012,10-04-2023,Deposit,ATM,2977.02,Completed
T0003722,A000613,C02160,BR012,22-08-2025,Deposit,Debit Card,7579.61,Completed
T0003723,A000752,C00326,BR008,25-10-2023,Deposit,UPI,18848.09,Completed
T0003724,A000906,C01522,BR006,26-11-2025,Deposit,UPI,55691.51,Completed
T0003725,A000807,C00970,BR011,25-04-2025,Withdrawal,Net Banking,14823.31,Completed
T0003726,A000868,C00496,BR001,29-03-2025,Withdrawal,Net Banking,45799.81,Completed
T0003727,A001213,C00373,BR006,04-12-2024,Deposit,Net Banking,2592.46,Completed
T0003728,A001759,C00412,BR004,10-01-2025,Deposit,Net Banking,49574.79,Completed
T0003729,A000773,C00942,BR015,12-09-2024,Deposit,Net Banking,6194.8,Completed
T0003730,A002202,C01557,BR012,08-05-2025,Withdrawal,UPI,78423.09,Completed
T0003731,A001532,C00878,BR006,07-10-2025,Withdrawal,Net Banking,3224.3,Completed
T0003732,A002615,C02429,BR010,27-07-2023,Withdrawal,UPI,24806.7,Completed
T0003733,A002444,C02458,BR007,02-07-2025,Transfer,Net Banking,2560.33,Completed
T0003734,A003820,C02551,BR012,20-03-2025,Withdrawal,UPI,2742.76,Completed
T0003735,A002606,C00167,BR005,01-10-2024,Withdrawal,Net Banking,79245.19,Completed
T0003736,A002890,C02796,BR006,23-09-2025,Transfer,Debit Card,3611.69,Completed
T0003737,A003519,C00594,BR010,23-10-2025,Withdrawal,Mobile App,10897.06,Completed
T0003738,A000835,C00526,BR010,11-05-2024,Withdrawal,Debit Card,2631.05,Completed
T0003739,A003665,C02597,BR013,16-03-2023,Withdrawal,UPI,8798.69,Completed
T0003740,A001887,C02984,BR008,25-01-2023,Withdrawal,ATM,64834.44,Completed
T0003741,A002782,C00977,BR005,04-11-2024,Transfer,UPI,11280.68,Completed
T0003742,A003064,C01896,BR008,05-01-2024,Withdrawal,ATM,4985.48,Completed
T0003743,A000902,C02333,BR011,03-09-2023,Transfer,Net Banking,5731.18,Completed
T0003744,A002332,C01754,BR010,16-04-2023,Withdrawal,Branch,7524.69,Completed
T0003745,A001197,C02728,BR005,19-10-2023,Deposit,UPI,8912.6,Completed
T0003746,A000712,C01208,BR001,17-11-2024,Transfer,ATM,12721.33,Completed
T0003747,A003700,C01836,BR005,20-05-2025,Deposit,Debit Card,18871.38,Completed
T0003748,A003308,C01469,BR012,03-07-2025,Transfer,Branch,4537.92,Completed
T0003749,A000779,C02855,BR006,25-12-2024,Transfer,Net Banking,15488.6,Completed
T0003750,A000826,C01292,BR003,11-04-2023,Deposit,Net Banking,1590.49,Completed
T0003751,A000363,C02213,BR012,07-02-2025,Transfer,Net Banking,10359.87,Completed
T0003752,A001447,C00996,BR002,13-04-2024,Transfer,ATM,4014.4,Completed
T0003753,A001016,C01497,BR003,23-05-2023,Deposit,UPI,7176.01,Completed
T0003754,A003082,C00495,BR010,07-01-2025,Transfer,Net Banking,14241.98,Completed
T0003755,A001699,C02118,BR013,14-11-2025,Withdrawal,Debit Card,33652.44,Completed
T0003756,A004072,C01861,BR010,21-09-2025,Deposit,Mobile App,6455.76,Completed
T0003757,A002354,C02309,BR006,06-05-2025,Withdrawal,UPI,12079.16,Completed
T0003758,A003740,C02076,BR003,30-08-2023,Transfer,UPI,10379.49,Completed
T0003759,A000403,C02281,BR007,27-06-2024,Withdrawal,Branch,1441.06,Completed
T0003760,A004074,C01145,BR007,01-08-2024,Withdrawal,Net Banking,11074,Completed
T0003761,A001366,C02548,BR004,27-03-2024,Withdrawal,Debit Card,65373.65,Completed
T0003762,A001667,C00196,BR014,19-01-2023,Withdrawal,ATM,21955.14,Completed
T0003763,A002507,C01005,BR005,17-09-2024,Deposit,Net Banking,5725.33,Completed
T0003764,A001831,C01965,BR009,03-03-2024,Transfer,Mobile App,5622.63,Completed
T0003765,A001322,C02759,BR001,13-01-2024,Withdrawal,Branch,4833.46,Completed
T0003766,A000685,C02538,BR008,14-01-2024,Transfer,UPI,16310.59,Completed
T0003767,A001762,C00467,BR008,25-03-2025,Withdrawal,Debit Card,9115.68,Completed
T0003768,A001986,C02617,BR002,14-07-2023,Deposit,UPI,1959.18,Completed
T0003769,A000543,C00926,BR012,23-08-2024,Deposit,UPI,16864.55,Completed
T0003770,A003278,C02636,BR001,07-06-2023,Withdrawal,ATM,14904.01,Completed
T0003771,A000752,C00326,BR008,22-10-2025,Withdrawal,Net Banking,8552.08,Completed
T0003772,A000290,C01060,BR014,09-02-2024,Transfer,Branch,10572.26,Completed
T0003773,A001351,C00841,BR008,25-09-2025,Transfer,Debit Card,3664.98,Completed
T0003774,A001340,C01082,BR003,09-03-2023,Deposit,Net Banking,38483.27,Failed
T0003775,A001256,C00231,BR005,08-03-2025,Transfer,Branch,1985.28,Completed
T0003776,A003888,C02322,BR010,20-09-2025,Transfer,Mobile App,8098.71,Completed
T0003777,A002509,C00133,BR009,18-06-2023,Deposit,UPI,8685.25,Completed
T0003778,A000767,C00387,BR015,11-11-2025,Deposit,Debit Card,5804.83,Completed
T0003779,A002177,C02596,BR012,31-10-2025,Withdrawal,Net Banking,9083.54,Completed
T0003780,A001248,C00477,BR007,03-08-2025,Deposit,ATM,3161.3,Completed
T0003781,A003991,C02893,BR002,02-03-2025,Deposit,UPI,4856.51,Completed
T0003782,A003928,C01172,BR012,05-01-2023,Withdrawal,Mobile App,3226.26,Completed
T0003783,A002463,C00842,BR004,07-05-2023,Transfer,Net Banking,7102.02,Completed
T0003784,A001449,C02353,BR003,13-01-2024,Transfer,Net Banking,35169.2,Completed
T0003785,A000561,C01010,BR007,05-05-2025,Deposit,UPI,14356.03,Completed
T0003786,A003490,C00072,BR005,23-04-2024,Withdrawal,Debit Card,2397.05,Completed
T0003787,A000103,C00504,BR015,20-02-2023,Deposit,Net Banking,6584.92,Completed
T0003788,A001206,C01704,BR005,27-12-2023,Transfer,UPI,8267.48,Failed
T0003789,A002300,C02884,BR015,06-07-2025,Withdrawal,UPI,4377.04,Completed
T0003790,A001080,C00560,BR003,26-05-2025,Deposit,Mobile App,5395.17,Completed
T0003791,A003049,C02165,BR008,20-06-2025,Transfer,UPI,30978.46,Completed
T0003792,A000786,C01973,BR010,10-01-2025,Deposit,Debit Card,1560.54,Completed
T0003793,A003582,C01224,BR008,18-07-2023,Deposit,UPI,12990.39,Completed
T0003794,A000264,C02739,BR013,02-08-2023,Deposit,Branch,1386.11,Completed
T0003795,A001401,C01876,BR003,19-12-2025,Deposit,UPI,11411.8,Completed
T0003796,A001745,C00847,BR004,05-04-2023,Deposit,Net Banking,3590.14,Completed
T0003797,A004138,C02327,BR002,08-05-2025,Transfer,UPI,16158.74,Completed
T0003798,A002997,C00531,BR013,19-10-2024,Withdrawal,Debit Card,60573.87,Completed
T0003799,A004158,C00990,BR007,17-02-2023,Withdrawal,UPI,8055.19,Completed
T0003800,A002123,C00167,BR005,13-07-2025,Deposit,Debit Card,32282.22,Completed
T0003801,A003940,C02753,BR005,18-09-2025,Deposit,Debit Card,16988.77,Completed
T0003802,A001711,C00503,BR005,25-11-2024,Withdrawal,Net Banking,13463.12,Completed
T0003803,A000119,C02767,BR006,19-12-2025,Withdrawal,Mobile App,2979.94,Completed
T0003804,A000859,C01339,BR006,26-09-2023,Withdrawal,Net Banking,25794.74,Completed
T0003805,A001577,C02274,BR010,12-11-2025,Withdrawal,UPI,13020.6,Completed
T0003806,A002871,C01394,BR008,02-09-2024,Deposit,ATM,3000.74,Completed
T0003807,A000883,C01143,BR012,28-12-2024,Withdrawal,ATM,3391.95,Completed
T0003808,A001062,C01473,BR008,04-08-2024,Withdrawal,Branch,4881.29,Completed
T0003809,A002747,C02918,BR015,02-09-2025,Deposit,Debit Card,3570.53,Completed
T0003810,A000135,C02643,BR011,12-05-2025,Withdrawal,UPI,7392.44,Completed
T0003811,A003711,C00713,BR009,07-06-2025,Transfer,UPI,15121.18,Completed
T0003812,A004052,C00966,BR005,11-04-2024,Deposit,UPI,6795.5,Completed
T0003813,A003396,C02527,BR005,22-10-2025,Deposit,Branch,10568.99,Completed
T0003814,A003959,C01616,BR005,01-03-2025,Withdrawal,Net Banking,2450.51,Completed
T0003815,A000689,C00315,BR010,17-01-2024,Withdrawal,UPI,24105.72,Completed
T0003816,A000901,C01617,BR010,12-10-2023,Withdrawal,Net Banking,20493.99,Completed
T0003817,A003641,C00445,BR014,26-05-2025,Deposit,ATM,69160.31,Completed
T0003818,A001003,C02640,BR006,27-01-2023,Withdrawal,Branch,3006.27,Completed
T0003819,A002957,C01469,BR012,04-09-2025,Withdrawal,Debit Card,2681.07,Completed
T0003820,A002437,C00891,BR015,23-04-2025,Withdrawal,UPI,2275.86,Completed
T0003821,A001247,C00768,BR002,18-09-2024,Deposit,Branch,29033.28,Completed
T0003822,A001796,C00316,BR003,17-12-2025,Transfer,Net Banking,2090.47,Completed
T0003823,A001879,C02670,BR012,21-10-2023,Deposit,ATM,5465.86,Completed
T0003824,A003729,C02264,BR013,17-12-2025,Transfer,ATM,1754.1,Completed
T0003825,A002256,C02307,BR007,27-05-2023,Deposit,Mobile App,9177.22,Completed
T0003826,A001794,C00124,BR005,03-04-2025,Deposit,UPI,10613.27,Completed
T0003827,A002816,C02005,BR006,08-08-2023,Deposit,Branch,13523.43,Completed
T0003828,A000571,C01702,BR007,01-01-2025,Transfer,Debit Card,7708.31,Completed
T0003829,A001348,C01468,BR002,20-01-2024,Withdrawal,Mobile App,2708.01,Completed
T0003830,A002296,C02293,BR005,15-02-2024,Withdrawal,Branch,14128.74,Completed
T0003831,A002595,C02777,BR011,11-10-2023,Transfer,ATM,9041.55,Completed
T0003832,A000476,C02656,BR010,10-10-2025,Deposit,UPI,8923.21,Completed
T0003833,A001299,C00175,BR012,08-09-2024,Deposit,Branch,3522.8,Completed
T0003834,A001879,C02670,BR012,10-06-2024,Deposit,Debit Card,12695.09,Completed
T0003835,A000013,C00846,BR002,23-10-2023,Deposit,ATM,19535.17,Completed
T0003836,A002425,C02754,BR009,07-03-2025,Deposit,ATM,3685.48,Completed
T0003837,A003559,C01768,BR010,27-09-2023,Deposit,UPI,2207.25,Completed
T0003838,A003971,C01244,BR002,13-09-2024,Deposit,UPI,17952.8,Completed
T0003839,A002710,C01956,BR010,04-02-2024,Withdrawal,Debit Card,1409.94,Completed
T0003840,A001233,C02624,BR010,10-09-2025,Deposit,UPI,3113.96,Completed
